1_1	0.4	0.73485	[0, 0, 1, 0, 2, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]
1_2	0.15	0.35707	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]
1_3	1.5	0.86603	[1, 3, 2, 1, 2, 1, 2, 2, 1, 1, 2, 0, 1, 3, 3, 1, 1, 0, 2, 1]
1_4	-0.05	0.21794	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0]
1_5	-1.15	0.57228	[-1, -1, -1, -1, -1, -1, -1, -2, -1, -2, -1, 0, -1, -1, 0, -2, -2, -2, -1, -1]
1_6	-1.6	1.15758	[-2, 0, -3, -3, -2, -1, 0, -2, 0, -3, -1, -1, -3, 0, -3, -2, 0, -1, -2, -3]
1_7	-1	0.54772	[-1, -1, -1, -2, -2, -1, -1, 0, 0, -1, 0, -1, -1, -1, -1, -2, -1, -1, -1, -1]
1_8	0.05	1.02347	[1, 0, 0, -1, -1, 1, 0, 1, -2, 0, 1, -1, -1, 1, 2, 1, 0, -1, -1, 1]
2_1	-0.35	0.79215	[0, 0, 0, -2, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, -1]
2_2	0.05	0.38406	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -1, 0, 0, 1, 0, 0]
2_3	0.95	1.20312	[2, 0, 0, 0, 2, -1, 1, 1, 3, 4, 1, 1, 2, 1, 0, 1, 0, 1, -1, 1]
2_4	-0.2	1.1225	[0, 2, 3, -1, -1, 0, 0, 1, 0, -1, -1, 0, 0, -1, 0, -1, 0, -2, -1, -1]
2_5	1	0.7746	[1, 1, 1, 1, 0, 0, 2, 3, 2, 0, 1, 1, 1, 1, 0, 1, 2, 1, 0, 1]
2_6	-0.75	1.13468	[2, -2, -1, -1, -1, -1, 0, -1, 1, 1, -1, -2, 0, -2, 0, -1, 0, -2, -2, -2]
2_7	0.35	0.65383	[1, 0, 0, 2, 0, 2, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2_8	0.1	0.53852	[-1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 1]
2_9	1.2	1.2083	[1, 4, 1, 2, -1, 0, 2, -1, 1, 2, 2, 1, 1, 1, 3, 2, 0, 0, 2, 1]
2_10	-0.45	0.49749	[0, -1, -1, 0, 0, 0, -1, -1, -1, -1, -1, -1, 0, 0, 0, 0, -1, 0, 0, 0]
2_11	-0.15	0.79215	[0, 0, 1, -1, -1, 0, -2, 1, 0, 0, 1, -1, 0, 0, -1, -1, 0, 0, 0, 1]
3_1	-0.55	0.66895	[-1, -2, -1, -1, -1, 0, 0, -1, -1, 0, 0, 0, -2, 0, 0, 0, -1, 0, 0, 0]
3_2	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
3_3	0.05	0.49749	[1, 0, -1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 0, 0]
3_4	0.3	0.45826	[0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]
3_5	-0.05	0.21794	[0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
3_6	0	0.70711	[0, 0, 0, 1, 0, 0, -1, 0, 1, 1, -2, 1, 0, -1, 0, 0, 0, 0, 0, 0]
3_7	-1.25	0.76649	[-1, -2, -1, 0, -1, -1, -1, -2, -2, -1, -2, -2, 0, -2, -1, -2, -2, 0, 0, -2]
3_8	0.15	0.35707	[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]
3_9	-1.2	0.9798	[-1, -3, -2, -1, -2, -2, -1, -1, -1, 0, -1, -2, -1, 0, -1, 0, -2, 1, -1, -3]
3_10	-0.3	0.64031	[1, 0, 0, 0, 0, -2, -1, -1, 0, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, 0]
3_11	-0.4	0.4899	[0, -1, 0, -1, 0, 0, -1, 0, -1, 0, -1, 0, 0, 0, -1, 0, -1, -1, 0, 0]
3_12	-0.5	0.59161	[0, -1, -2, 0, 0, 0, 0, -1, -1, 0, -1, 0, -1, -1, 0, -1, 0, -1, 0, 0]
3_13	-0.5	1.07238	[-1, -1, -2, 0, -1, 0, -1, 0, -1, 1, -1, -1, -1, -1, 0, 3, 0, -2, -1, 0]
3_14	0.2	0.4	[0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
3_15	-0.4	0.96954	[-2, 0, 1, 0, -1, -2, 1, 1, -1, -1, -1, 0, 0, 0, 0, 1, -1, -1, -2, 0]
3_16	0.1	0.3	[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
4_1	-0.1	0.83066	[0, 2, 0, 1, 0, -1, 0, 0, 0, -1, 0, -1, 0, -1, 1, 1, 0, -1, -1, -1]
4_2	0.1	0.53852	[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0, 1, -1, 1, 0, 0, 0, 0]
4_3	-0.25	0.43301	[0, 0, 0, 0, 0, 0, -1, -1, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, -1, 0]
4_4	0.25	0.43301	[0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
4_5	0.1	0.3	[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
4_6	1.05	0.9734	[0, 1, 2, 2, 0, 0, 0, 1, 0, 1, 0, 1, 1, 3, 0, 3, 1, 2, 2, 1]
4_7	0.1	0.76811	[0, 1, -1, 0, 0, -1, 0, 0, -1, 0, 2, -1, 0, 0, 1, 1, 0, 1, 0, 0]
4_8	-1.15	0.79215	[-2, 0, 0, -2, -1, -2, -2, 0, -2, 0, -1, -2, -1, 0, -1, -2, -1, -1, -1, -2]
4_9	-1.1	0.76811	[1, -1, -1, -1, -2, -1, -1, -1, -1, -1, -1, -3, -1, -2, -1, -2, 0, -1, -1, -1]
4_10	0.55	0.9206	[1, 0, 1, 2, 2, 2, 0, 0, 1, 0, 0, -2, 0, 1, 0, 0, 1, 0, 1, 1]
4_11	-2.15	0.85294	[-1, -3, -2, -2, -3, -3, -3, -2, -3, -1, -2, -1, -1, -3, -2, -3, -1, -3, -1, -3]
4_12	0.15	0.57228	[0, 0, 0, 1, 0, 1, 1, -1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, -1, 0]
5_1	-0.95	0.66895	[-2, -2, -1, -1, -1, -1, -2, -1, -1, -1, 0, 0, -1, 0, -1, -2, -1, 0, -1, 0]
5_2	0.85	1.15217	[2, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 2, 0, 3, 0, 4, 2, 0, 0, 0]
5_3	-0.45	1.20312	[1, -3, -1, -1, -1, 0, 0, 1, 0, 2, 1, 0, -2, -1, -2, -1, 0, 0, -2, 0]
5_4	0.65	0.72629	[0, 0, 0, 0, 1, 1, 1, 2, 1, 0, 0, 0, 0, 0, 0, 1, 2, 1, 2, 1]
5_5	1	0.63246	[0, 1, 1, 1, 1, 0, 2, 1, 2, 1, 2, 1, 1, 2, 1, 1, 0, 0, 1, 1]
5_6	0.25	0.62249	[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 1, 0]
5_7	0.45	1.11692	[2, 1, 1, 1, 1, -1, 0, 1, 2, -1, 1, -3, 0, 1, 0, 0, 1, 1, 1, 0]
5_8	0.2	0.4	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]
5_9	0.3	0.64031	[0, 1, 1, 0, 0, 0, 0, 0, -1, 0, 2, 1, 0, 0, 0, 1, 0, 1, 0, 0]
5_10	0.75	0.62249	[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, -1, 2, 1, 0, 0, 1, 1]
6_1	-0.7	0.95394	[1, -1, 0, -1, -2, -2, -2, -1, 1, 1, 0, -1, -1, -2, -1, -1, -1, 0, 0, -1]
6_2	-0.75	0.69821	[0, -1, -1, -1, -1, 0, 0, -2, -1, 0, -1, -2, -2, 0, -1, 0, -1, 0, 0, -1]
6_3	-0.25	0.43301	[-1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, -1, 0, 0]
6_4	0.5	0.59161	[0, 0, 1, 0, 1, 1, 1, 0, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]
6_5	0	0	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
6_6	-1.1	0.76811	[-1, -2, 0, -1, -1, -1, -1, -1, -2, -1, 1, -1, -2, 0, -1, -2, -2, -2, -1, -1]
6_7	-1.5	0.92195	[-2, -3, -1, 0, -3, -1, -3, -2, -2, -1, -2, -2, -1, 0, -1, -2, 0, -1, -2, -1]
6_8	0.35	0.57228	[0, 0, 1, -1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0]
6_9	0.7	0.64031	[1, 1, 2, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 2, 0, 1, 1, 0]
6_10	-0.3	0.45826	[-1, 0, 0, -1, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]
6_11	0.7	0.78102	[1, 1, 2, 0, 1, 0, -1, 1, 0, 0, 1, 1, 0, 1, 2, 1, 1, 0, 0, 2]
7_1	-1.05	0.80467	[-1, 0, -2, -1, -2, -1, -1, -2, -2, -1, -2, 0, -2, -1, -1, 1, -1, -1, 0, -1]
7_2	-0.85	0.90967	[0, 0, 0, -2, -1, 0, -1, -2, 0, -1, -2, -1, -2, 0, -1, -1, 0, 0, -3, 0]
7_3	-1.2	0.67823	[-2, -1, -2, -1, 0, -1, -1, -1, -1, -1, -3, -1, 0, -2, -2, -1, -1, -1, -1, -1]
7_4	1.55	0.86458	[2, 2, 2, 2, 1, 1, 2, 1, 0, 2, 1, 3, 1, 2, 2, 0, 2, 2, 3, 0]
7_5	1	0.89443	[-1, 1, 1, 1, 0, 1, 1, 2, 0, 2, 0, 2, 2, 2, 1, 0, 0, 2, 2, 1]
7_6	1.1	0.9434	[1, 2, 3, 1, 0, 1, 1, 2, 0, 1, 1, 1, 1, 0, 3, 2, 0, 0, 0, 2]
7_7	-0.3	0.71414	[0, -1, 0, 0, 0, 1, 0, -1, 1, 0, 0, 0, -1, -1, 0, 0, -2, -1, 0, -1]
7_8	-1.4	0.86023	[-2, -3, -2, -1, -1, -2, -1, -1, -1, -3, -1, 0, -3, -1, 0, -1, -1, -2, -1, -1]
8_1	0.05	1.02347	[1, 1, 0, 1, 0, 1, -1, 0, -1, 1, -1, 0, 2, -1, -1, -1, 2, 0, -1, -1]
8_2	0	0.31623	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0]
8_3	-0.1	0.43589	[0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 1, 0, 0, 0, 0, 0, -1]
8_4	-0.7	0.55678	[0, -1, -1, -1, 0, 0, -2, -1, 0, -1, -1, 0, -1, 0, 0, -1, -1, -1, -1, -1]
8_5	0.7	0.71414	[1, -1, 1, 0, 0, 1, 1, 1, 2, 1, 0, 2, 1, 1, 0, 1, 0, 1, 0, 1]
8_6	-0.15	0.35707	[0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0]
8_7	-1.45	0.9206	[-1, -2, -2, -1, -3, -2, 0, -1, -3, -1, -2, 0, -2, -1, -2, -3, 0, -1, -1, -1]
8_8	0.15	0.65383	[1, 0, 1, 0, 0, -1, 0, 0, -1, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0]
8_9	1.9	0.76811	[3, 1, 2, 2, 2, 2, 3, 2, 2, 2, 1, 0, 2, 1, 2, 3, 2, 3, 1, 2]
8_10	0.95	1.35923	[1, 4, -1, 1, -1, 0, 1, 1, 1, 0, 2, 2, 1, 2, -1, -1, 0, 2, 3, 2]
8_11	-0.15	0.35707	[-1, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
9_1	1.25	0.88741	[1, 1, 2, 1, 1, 1, 3, 0, 3, 1, 1, 1, 2, 2, 2, 0, 2, 0, 0, 1]
9_2	1.05	0.80467	[2, 1, 1, 1, 1, 0, 0, 1, 1, 3, 1, 1, 1, 0, 0, 2, 2, 2, 0, 1]
9_3	-0.15	0.47697	[0, 0, 1, 0, 0, -1, 0, -1, -1, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0]
9_4	1.25	1.08972	[2, 0, 3, 1, 1, 1, 1, 2, 1, 3, 1, 1, 2, -1, 2, 0, 2, 0, 3, 0]
9_5	0.25	0.53619	[0, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
9_6	0.2	0.4	[0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]
9_7	-0.8	0.6	[-1, 0, -1, -1, -1, 0, -2, -1, -1, -1, -1, -1, 0, -2, -1, 0, 0, 0, -1, -1]
9_8	0.85	0.65383	[0, 0, 1, 0, 1, 1, 1, 1, 0, 2, 0, 1, 1, 1, 1, 2, 1, 1, 0, 2]
9_9	0.95	1.02347	[2, 1, 3, 3, 1, 1, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0]
9_10	0.45	0.86458	[0, 3, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0]
10_1	-0.25	1.08972	[1, -1, 0, 0, -1, 0, -1, 1, -2, -3, 1, 0, 1, 1, 0, 0, 0, 0, -2, 0]
10_2	-0.6	0.8	[0, -1, -2, 0, -1, 0, 0, -2, -2, -1, -1, 0, -1, 1, 0, 0, -1, -1, 0, 0]
10_3	-2.65	1.15217	[-3, -1, 0, -1, -2, -3, -1, -4, -4, -3, -2, -3, -3, -4, -2, -4, -3, -4, -3, -3]
10_4	-2.15	1.01366	[-1, 0, -3, -2, -2, -2, -2, -3, -4, -3, -2, -2, -2, -3, -2, -4, -2, 0, -2, -2]
10_5	-1.25	1.13468	[-3, -2, -3, -1, -3, 0, -1, -3, 0, 0, -2, -2, 0, -1, -1, -1, 0, -2, 0, 0]
10_6	-1.8	1.16619	[-1, -2, -2, 0, 0, 0, -1, -1, -3, -3, -4, -3, -1, -2, -2, -2, -2, -4, -1, -2]
10_7	-0.95	1.16082	[-3, 0, -3, 0, -1, 0, -1, -3, 0, -1, 0, 0, -1, -3, -1, 0, 0, 0, -2, 0]
10_8	-0.5	0.80623	[-1, -2, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, -3, -1, 0, 0]
10_9	-1.7	1.26886	[-1, 0, 0, -2, -3, -1, -3, 0, -4, -4, -2, -2, -2, -3, 0, -2, -2, 0, -1, -2]
