1_1	-0.9	0.76811	[0, -1, 0, 0, -1, -2, 0, -2, 0, -2, -1, 0, -1, -2, -1, -1, -1, -2, 0, -1]
1_2	-0.15	0.65383	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0]
1_3	-0.2	0.4	[-1, 0, 0, -1, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0]
1_4	-0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1_5	-0.5	1.11803	[1, 0, 1, -2, 0, 0, -1, 0, -2, 0, -2, -2, -2, -1, -1, 2, -1, 0, 0, 0]
1_6	-0.95	0.73993	[-1, -1, -1, 0, -1, -1, -3, -1, -1, 0, -1, 0, -2, 0, 0, -1, -1, -2, -1, -1]
1_7	-0.1	0.76811	[-2, 0, 1, 1, 0, 0, 0, -1, 0, 0, 1, -2, 0, 0, 0, 0, 0, 0, 0, 0]
1_8	0.1	0.3	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]
1_9	0.2	0.4	[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]
1_10	-0.05	0.49749	[0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]
1_11	-1.15	1.58981	[0, -3, -1, 2, 1, -2, 2, -2, -2, 0, -3, -1, -3, -2, 1, -2, -3, -1, -2, -2]
1_12	-0.65	0.72629	[0, 0, 0, -1, -1, -1, 0, -1, -1, 1, -2, -2, 0, 0, -1, -1, -1, -1, 0, -1]
1_13	0.05	0.21794	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1_14	0.25	0.43301	[1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
1_15	1.15	0.65383	[1, 1, 1, 2, 1, 2, 0, 1, 2, 1, 0, 1, 1, 1, 1, 2, 2, 2, 0, 1]
1_16	0.2	0.6	[1, -1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, -1, 0, 0, 1, 0]
1_17	-0.7	0.78102	[-1, -2, -2, -1, -1, 0, 0, 0, -2, -2, 0, 0, 0, -1, -1, -1, 0, 0, 0, 0]
1_18	1.75	0.76649	[1, 2, 3, 2, 3, 2, 1, 1, 3, 1, 2, 1, 1, 3, 2, 2, 2, 1, 1, 1]
1_19	-0.65	0.72629	[-1, -1, -1, -1, -2, 0, -1, -1, -2, -1, -1, 1, -1, 0, 0, -1, 0, 0, 0, 0]
1_20	2.85	0.57228	[3, 3, 3, 3, 2, 3, 3, 2, 3, 3, 2, 3, 4, 2, 2, 3, 4, 3, 3, 3]
1_21	1.75	0.62249	[2, 0, 2, 2, 1, 2, 1, 2, 2, 2, 2, 1, 2, 2, 2, 1, 3, 2, 2, 2]
1_22	1.25	0.62249	[1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 1, 0, 1, 0, 2, 2, 2, 1, 1, 1]
1_23	2.2	0.6	[2, 3, 3, 1, 2, 2, 1, 2, 2, 3, 2, 3, 2, 2, 2, 2, 3, 3, 2, 2]
1_24	2.25	0.88741	[1, 3, 3, 1, 1, 1, 2, 2, 2, 3, 2, 3, 4, 3, 2, 2, 3, 3, 1, 3]
2_1	2.9	0.83066	[4, 4, 2, 3, 4, 2, 4, 3, 3, 4, 3, 4, 3, 2, 3, 2, 2, 2, 2, 2]
2_2	2.8	0.6	[3, 3, 4, 3, 3, 2, 3, 4, 2, 3, 3, 2, 3, 2, 3, 3, 2, 3, 2, 3]
2_3	2.4	0.8	[3, 2, 3, 3, 1, 3, 3, 1, 3, 2, 3, 1, 3, 2, 3, 1, 2, 3, 3, 3]
2_4	1.45	0.49749	[1, 1, 2, 1, 1, 2, 2, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1]
2_5	2.35	0.85294	[2, 2, 2, 3, 3, 2, 1, 3, 2, 3, 3, 0, 3, 3, 3, 2, 1, 3, 3, 3]
2_6	2.4	0.73485	[3, 3, 3, 2, 3, 2, 3, 1, 3, 3, 2, 3, 4, 2, 1, 2, 2, 2, 2, 2]
2_7	2.4	0.96954	[4, 1, 2, 1, 3, 3, 3, 2, 2, 3, 3, 3, 3, 2, 0, 3, 1, 3, 3, 3]
2_8	1.3	0.9	[2, 0, 1, 2, 0, 0, 2, 1, 1, 2, 3, 1, 0, 2, 0, 2, 1, 2, 2, 2]
2_9	1.15	0.79215	[2, 1, 1, 1, 1, 1, 0, 2, 2, 1, 2, 0, 0, 0, 2, 2, 1, 0, 2, 2]
